id,defects
101763,0.23840554
101764,0.19341998
101765,0.6310326
101766,0.4394918
101767,0.14092222
101768,0.4654332
101769,0.122332476
101770,0.5907945
101771,0.39209408
101772,0.06668082
101773,0.4511414
101774,0.7004881
101775,0.16684638
101776,0.60070145
101777,0.20159449
101778,0.3493291
101779,0.7728314
101780,0.20661518
101781,0.5761748
101782,0.12161953
101783,0.0515143
101784,0.068483524
101785,0.044497956
101786,0.256626
101787,0.065995336
101788,0.45502788
101789,0.110917464
101790,0.12674968
101791,0.04560796
101792,0.117499106
101793,0.15560691
101794,0.21864319
101795,0.062289733
101796,0.07190495
101797,0.053680502
101798,0.270667
101799,0.56670266
101800,0.1424099
101801,0.1098069
101802,0.13610119
101803,0.42743888
101804,0.10153558
101805,0.047215145
101806,0.2895974
101807,0.623058
101808,0.11221515
101809,0.051238492
101810,0.14720528
101811,0.07516223
101812,0.11100115
101813,0.13132025
101814,0.08025738
101815,0.2923678
101816,0.064374425
101817,0.2843991
101818,0.110995024
101819,0.25635073
101820,0.14936411
101821,0.04800685
101822,0.35256135
101823,0.13508937
101824,0.27610376
101825,0.09831487
101826,0.14310624
101827,0.049850136
101828,0.10593302
101829,0.12111672
101830,0.07754001
101831,0.20350413
101832,0.4343696
101833,0.6354081
101834,0.09187647
101835,0.15024327
101836,0.3578381
101837,0.121675305
101838,0.33593842
101839,0.5906967
101840,0.07141223
101841,0.74240476
101842,0.15156046
101843,0.13487157
101844,0.0672538
101845,0.6351973
101846,0.09885722
101847,0.12858623
101848,0.20603038
101849,0.1668703
101850,0.11417292
101851,0.04436833
101852,0.11474765
101853,0.6546348
101854,0.5663374
101855,0.18649267
101856,0.6752613
101857,0.07564387
101858,0.04624749
101859,0.06059899
101860,0.54657763
101861,0.58585787
101862,0.11288105
101863,0.2570258
101864,0.14996053
101865,0.05473175
101866,0.072416924
101867,0.41477242
101868,0.060758814
101869,0.15018514
101870,0.09580152
101871,0.5537599
101872,0.08763452
101873,0.056776784
101874,0.21028638
101875,0.33188766
101876,0.5679944
101877,0.056255624
101878,0.045421686
101879,0.049290646
101880,0.08138415
101881,0.16891098
101882,0.1538171
101883,0.69043344
101884,0.30181596
101885,0.07011029
101886,0.23112114
101887,0.10293653
101888,0.099241436
101889,0.38644487
101890,0.045285344
101891,0.39258307
101892,0.16932233
101893,0.09512884
