id,defects
101763,0.23047866
101764,0.19477724
101765,0.62096757
101766,0.43120673
101767,0.13335954
101768,0.51190937
101769,0.118215635
101770,0.5994521
101771,0.36178374
101772,0.070549406
101773,0.48882383
101774,0.6824738
101775,0.17855631
101776,0.62730634
101777,0.22075689
101778,0.35630232
101779,0.733317
101780,0.22047055
101781,0.56907576
101782,0.12232289
101783,0.050151862
101784,0.06560956
101785,0.049841374
101786,0.26063308
101787,0.06218027
101788,0.43527713
101789,0.111153595
101790,0.13203914
101791,0.04730678
101792,0.11496041
101793,0.17218366
101794,0.20735687
101795,0.06837265
101796,0.07265878
101797,0.05510293
101798,0.26724276
101799,0.57720643
101800,0.13974518
101801,0.10715138
101802,0.13155694
101803,0.40984273
101804,0.09891978
101805,0.055183228
101806,0.29834017
101807,0.6096684
101808,0.1203298
101809,0.052904394
101810,0.15284464
101811,0.06884238
101812,0.11234771
101813,0.1532508
101814,0.08328383
101815,0.30089873
101816,0.06704465
101817,0.2762727
101818,0.10780427
101819,0.27257845
101820,0.15135384
101821,0.0523551
101822,0.3335168
101823,0.13587354
101824,0.27792424
101825,0.09927433
101826,0.14151445
101827,0.050081708
101828,0.096204594
101829,0.12254322
101830,0.07609091
101831,0.20154774
101832,0.4104317
101833,0.6304045
101834,0.08712515
101835,0.15249126
101836,0.38396382
101837,0.12795542
101838,0.33857945
101839,0.556418
101840,0.08260683
101841,0.7218081
101842,0.13771707
101843,0.13698037
101844,0.06467035
101845,0.61016136
101846,0.10488208
101847,0.12386624
101848,0.2028667
101849,0.17617024
101850,0.12749372
101851,0.04733931
101852,0.112840645
101853,0.65027255
101854,0.55689424
101855,0.17589106
101856,0.6478961
101857,0.073992334
101858,0.05040276
101859,0.0661249
101860,0.58537745
101861,0.5937488
101862,0.1067772
101863,0.26844287
101864,0.14486901
101865,0.054988153
101866,0.0749612
101867,0.45270166
101868,0.06147691
101869,0.15895641
101870,0.09768188
101871,0.5491933
101872,0.07794873
101873,0.06338413
101874,0.22099668
101875,0.34141603
101876,0.5686504
101877,0.06034125
101878,0.05050914
101879,0.05343136
101880,0.07895374
101881,0.15424527
101882,0.17189054
101883,0.6645517
101884,0.31458
101885,0.07519747
101886,0.21109526
101887,0.09702408
101888,0.101582065
101889,0.40291566
101890,0.048776284
101891,0.3643324
101892,0.16968821
101893,0.10547629
101894,0.06716467
101895,0.054498207
101896,0.12456613
101897,0.5621564
101898,0.5789587
101899,0.5339436
101900,0.09262896
101901,0.1355062
101902,0.06595834
101903,0.11434445
101904,0.19076617
101905,0.6246499
101906,0.053233597
